id,正文,原始图片url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,原始用户id,原始用户昵称,原始微博id,原始微博正文,原始微博原始图片url,原始微博位置,原始微博日期,原始微博工具,原始微博点赞数,原始微博评论数,原始微博转发数,原始微博话题,原始微博@用户
4385316829599366,金毛的行为引起各国对美元的不信任了，所以我说最危险的其实是美元自己，如果金毛还这么任性再跌的可能很大。,,,2019-06-20,iPhone X(深空灰),142,24,50,,,False,2772800360,洱海弥,4385316423253400,德国总理默克尔称，如果美国再次拒绝各国往回运黄金，就会联合各国对储存在美国的黄金进行彻查，如果发现美国方面将这些黄金挪用甚至用到战争中，那么各国就会对美国采取相应的措施。目前，德国已经从纽约运回近300吨的黄金，并且计划在2019年将剩余的300多吨运回。这次要运回黄金的，不止俄罗斯了，还包括欧盟主要国家德国，法国，意大利。因种种历史原因，在纽约联邦储备银行地下金库里，储藏了世界上至少六十多个国家和国际组织的近7000吨黄金。,"https://wx4.sinaimg.cn/large/a5459368gy1g47rquqdpdj20e308cdg6.jpg,https://wx1.sinaimg.cn/large/a5459368gy1g47rqut3elj20kn0fhac3.jpg,https://wx3.sinaimg.cn/large/a5459368gy1g47rqunvlrj20fa09g3zo.jpg",,2019-06-20,Weibo.intl,47,10,88,,
4385314078090753,回复@晨旭备用号:给钱了吗？你，人家后面还有内容的，快订阅//@晨旭备用号:全部看完了，结论是：不知道老湿到底是看多还是看空。,,,2019-06-20,iPhone X(深空灰),93,30,2,,"晨旭备用号,晨旭备用号",False,1669616825,程老湿爱吐槽,4385301029764382,如果认为只是熊市反弹的童鞋，今天开始就可以跑路了，包括指数配置仓。为什么是现在？而不是5月初或6月初。当时我就提出“当作牛市做肯定不错”，之所以“不错”，就是因为指数必然会反抽长期成本线。也就是现在的指数动作。当时我就说过，无论你看多看空，都应该当作牛市中第一次回调来做，这是有概率支持的，并且因为下跌而看空，并不是理智在做判断，而是情绪在做判断，因为那个时候根本就不需要你做判断，不是做判断的时候。现在，此刻，才是需要你做判断的时候了。熊市里的反弹遇到单日光头大阳线，跑路肯定是对的，弹的越凶跑的越对。现在反弹已经触及到长期成本线拐头压制，如果你认为年初只是熊市反弹浪，那么现在就是给你用最小成本确认熊市的机会。哪有那么多资金都能够左侧逃顶？机构都是要靠右侧，也就是现在这个时候才能降仓跑路。看趋势就是这样，今天多明天空都是嘴把式闹着玩，一段趋势怎么可能按天来变化。不是说“看多看空”对不对，而是你的速度比市场自身趋势变化快太多了。一个顶，你可以逃几十次。呵呵，明白？ 老湿复盘手记06.20 不认可当作牛市做的童鞋，现在就该开始跑路了,,,2019-06-20,微博 weibo.com,340,60,61,,
4385310856897908,混的不好//@道士与骑士:不要像渤海银行这么傻逼寄购物卡就可以了。。。,,,2019-06-20,iPhone X(深空灰),90,12,2,,道士与骑士,False,6398064411,王大力如山,4385310303358756,哈哈哈，何止江浙沪，不少产地处的银行分支机构，会在最近的日子里，直接人肉快递这些送到总部的实权部门处.....而屌丝券商就不会有，。 ,https://wx1.sinaimg.cn/large/006YZCPhgy1g47qyvchfsj30n00d00tz.jpg,,2019-06-20,大力如山的iPhone 7 Plus,64,30,29,,
4385304595374609,转发，支持记者合法舆论监督，只要真实就要允许披露。否定一家公司不等于否定科创板，交易所要慎重对待，一律保驾护航会有后遗症,,,2019-06-20,iPhone X(深空灰),163,18,48,,,False,1984738451,ipo观察,4385287184428300,【“安翰科技的谎言”调查记者张冬晴向上交所等有关各方的情况汇报】界面新闻“安翰科技的谎言”系列报道是经过严格的内部流程、长时间的调查取证，通过客观证据链完成的调查报道，经得起时间的考验。在安翰科技有关各方的声明前后，界面新闻“安翰科技的谎言”系列报道文章遭遇大量来源不明、身份不明的网络水军的攻击性评论和美化安翰科技的言论。同时，19日已经有人网上悬赏寻找调查记者张冬晴，20日凌晨受到自称“高层”方面的人员威胁要求删稿，不排除后续还将出现更加危险的人身攻击、网络污蔑甚至实施人身打击报复等行为，我们无法判断种种行为与安翰科技等有关方面是否存在关联，目前记者个人处境处于极度危险状态，个人和家庭正常生活状态受到严重影响。特呼吁全社会高度关注事态的进展和保护媒体记者的安全。,https://wx2.sinaimg.cn/large/764cb493gy1g47ocw3y5lj20hs5r1kjl.jpg,,2019-06-20,微博 weibo.com,65,43,154,,
4385303542062152,嗯，放量以后，选择就要到来了，当然看情况惯性肯定有。这个选择就在于后续到底金融做主还是消费，不求消费跌千万别再做主角。🐷基本瓦解退出战场了,,,2019-06-20,iPhone X(深空灰),125,21,16,,,False,1669616825,程老湿爱吐槽,4385301029764382,如果认为只是熊市反弹的童鞋，今天开始就可以跑路了，包括指数配置仓。为什么是现在？而不是5月初或6月初。当时我就提出“当作牛市做肯定不错”，之所以“不错”，就是因为指数必然会反抽长期成本线。也就是现在的指数动作。当时我就说过，无论你看多看空，都应该当作牛市中第一次回调来做，这是有概率支持的，并且因为下跌而看空，并不是理智在做判断，而是情绪在做判断，因为那个时候根本就不需要你做判断，不是做判断的时候。现在，此刻，才是需要你做判断的时候了。熊市里的反弹遇到单日光头大阳线，跑路肯定是对的，弹的越凶跑的越对。现在反弹已经触及到长期成本线拐头压制，如果你认为年初只是熊市反弹浪，那么现在就是给你用最小成本确认熊市的机会。哪有那么多资金都能够左侧逃顶？机构都是要靠右侧，也就是现在这个时候才能降仓跑路。看趋势就是这样，今天多明天空都是嘴把式闹着玩，一段趋势怎么可能按天来变化。不是说“看多看空”对不对，而是你的速度比市场自身趋势变化快太多了。一个顶，你可以逃几十次。呵呵，明白？ 老湿复盘手记06.20 不认可当作牛市做的童鞋，现在就该开始跑路了,,,2019-06-20,微博 weibo.com,340,60,61,,
4385301109400883,胸变小了可不行，严重引起不适,,,2019-06-20,iPhone X(深空灰),75,13,3,,,False,5762457113,游戏动力,4385299927048078,【官方解释：蒂法胸为什么变小？】今年E3上，《最终幻想7：重制版》蒂法（Tifa）首次亮相，但有网友发现蒂法的乳量变小了。游戏总监野村哲也近日透露，这是因为要考虑「伦理」问题以及角色新的定位。所谓「伦理」问题，是指确保游戏符合全球各地的分级制度，而角色新定位指蒂法擅长近身格斗，开发团队希望蒂法能表现出更多「运动感」，胸大会很碍事（可能还会有腹肌），如果和原版对比，会发现蒂法身上多了件黑色运动内衣。可能有些人无法接受，野村哲也表示，因为是时隔20年的重制，很多角色或多或少都会有所不同，不过，大家放心，经典的「克劳德女裝」和「蜂蜜之馆」仍然会有的。,"https://wx4.sinaimg.cn/large/006hYGkFly1g47pn3akn9j30sg0hs0ua.jpg,https://wx2.sinaimg.cn/large/006hYGkFly1g47pmyach5j30mg0h77cf.jpg",,2019-06-20,微博 weibo.com,273,65,106,,
4385299532546715,因为你用了马应龙,,,2019-06-20,iPhone X(深空灰),75,6,4,,,False,5681770827,布莱德雷将军,4385299289314031,关起门来，解释一下，这一轮，为什么我会“赢”。顺便给踏空的童鞋们，提点中肯的建议。【 V+会员百元体验通道已开启，欢迎广大吃瓜群众前来受骗 】 【 复盘札记 】0620-笑到最后的，唯有“耐心”和“恒心” ,,,2019-06-20,微博 weibo.com,127,18,15,,
4385293437843444,好闺蜜,,,2019-06-20,iPhone X(深空灰),79,18,16,,,False,1974808274,网易新闻客户端,4385275909770007,【4名闺蜜聚会抢着买单引冲突 一人情绪失控跳水溺亡】4个闺蜜一起去KTV唱歌喝酒，消费1300元。李筱筱抢着要买单，但被闺蜜阻止，遂发生冲突，扇耳光并互相推搡。张欣雨砸了一个啤酒瓶，许逸飞顺手便捡起一块碎片，吼道“你们再吵我就割腕了”，随后割腕被送医院抢救。李筱筱情绪失控出走，纵身跳到水池里溺水而亡。李筱筱父母认为，当天一起喝酒的人应承担责任，向法院提起诉讼。经调解，被告赔偿原告方损失合计15万余元。4名闺蜜聚会抢着买单引冲突 一人情绪失控跳水溺亡,"https://wx4.sinaimg.cn/large/75b52ed2ly1g47n3c2z5wg20bv06odrh.gif,https://wx3.sinaimg.cn/large/75b52ed2ly1g47n3co4ruj20dc0853yi.jpg",,2019-06-20,,65,167,102,,
4385292053672782,我服了，上周不是还要和敌人同归于尽，智障智障只有死路一条，我在星球等你？刘煜辉中期策略观点概要：对股票不悲观，主要来自于分母。股市从2180点开始做“乾坤转化”，4月以来已经收复A浪跌幅的70%，B浪（6月30日之前）可能很短时间从3000到3500-3600；后续如果 1）科创板推出、2）中美完成deal、3）决策层制定全面改革开放的蓝图（183行动纲领）远超市场预期（一路向右）：①郭12条金融开放、②《政府投资条例》修订政府只能投非盈利项目、③“国企改革”向“国资改革”转变，MBO职业经理人利益可以通过国资集团下二级子公司投资基金实现、④自贸区大湾区长三角一体化科创板打造G60科创产业走廊（市场最大红利在上海）三项都能达成，上升到4000并不为过。.,,,2019-06-20,iPhone X(深空灰),137,45,21,,,True
4385283649079543,我没记错的话，这位是空头吧？,,,2019-06-20,iPhone X(深空灰),173,101,7,,,False,1276411190,刘彦斌,4385282818156698,大盘走势强劲，市场情绪改善明显，稳中向好！ ,,,2019-06-20,iPhone 8 Plus,982,323,37,,
4385282990712154,你不懂，机构要求确定性，蓝海万一沉下去怎么办，万一喝海水咸死了怎么办。风险？麻痹大家都买要死一起死，我的社会地位不会降低有什么风险,,,2019-06-20,iPhone X(深空灰),96,11,13,,,False,2861590343,绵州一哥,4385281597650912,一些没有增量的领域，面对着存量竞争就是这个样子吧。 最后存量拼出一个老大，其实只要抬眼看看，还有很多增量的蓝海。 ,https://wx3.sinaimg.cn/large/aa906747gy1g47nrroh3zj20p01db7ap.jpg,,2019-06-20,iPhone X,17,9,33,,
4385266620233042,早上五分钟就干完了，现在很无聊，也不想跑也不想换，板不板也无所谓，生无可恋的感觉 ,,,2019-06-20,iPhone X(深空灰),251,56,6,,,True
4385266145638484,这个题材叫“美元崩溃”？ ,,,2019-06-20,iPhone X(深空灰),126,7,2,,,True
4385253374283549,分时之羊，啥时候逃跑啊//@Peter羊:咋了，我们选159915的咋了,,,2019-06-20,iPhone X(深空灰),105,13,3,,Peter羊,False,1648195723,混沌与概率1997,4385221237041580,发现我今年做个股，运气好到爆。但是做指数etf，衰到极点，这次指数仓又选了最弱的159915。 ,,,2019-06-20,微博 weibo.com,74,17,6,,
4385251100730328,差3个点，绝B故意的 ,,,2019-06-20,iPhone X(深空灰),222,106,5,,,True
4385250995740062,海润今天跌7.14跌停，以后是一天跌一分？ ,,,2019-06-20,iPhone X(深空灰),96,8,1,,,True
4385243957904208,回复@selamj:如果历史最低是0最高是1，那么现在是0.9//@selamj:目前消费股在历史估值中枢几乎90%的分位……是低于中枢，刚接近中值？,,,2019-06-20,iPhone X(深空灰),127,10,11,,"selamj,selamj",False,5705221157,Kevinqin008,4385012226656959,关于什么长线大消费是没问题这种话，我想成本还是非常重要的。我们不提康美长生这种情况，看看阿娇，东宝。12 13的白酒让董大师几乎裸奔。目前消费股在历史估值中枢几乎90%的分位，我们假设由于外资引入和投资者结构机构行为变化让估值顶端上移一些，但他的收益是很难覆盖下行风险的，一点点利空就可能灭顶，类似去年的医药，当时你能想到东宝几个月腰斩到现在还在裆部以下？,,,2019-06-19,iPhone X(深空灰),209,48,48,,
4385241189493137,日子都这么难吗,,,2019-06-20,iPhone X(深空灰),102,23,7,,,False,6579695803,一只狗大V,4385240896036670,继董小姐之后，伊利股份也黑同行了 ,https://wx1.sinaimg.cn/large/007bhJrRgy1g47j2kfhwtj30u01sxnc6.jpg,,2019-06-20,微博 weibo.com,2,5,12,,
4385233426481945,捅着捅着就哭了//@混沌与概率1997:好像这个才对？反正意思一样,,,2019-06-20,iPhone X(深空灰),108,17,4,,混沌与概率1997,False,2183570524,雪球,4385180691273006,【两市融资余额减少8.26亿元】截至6月19日，上交所融资余额报5431.94亿元，较前一交易日减少4.96亿元；深交所融资余额报3565.86亿元，较前一交易日减少3.30亿元；两市合计8997.81亿元，较前一交易日减少8.26亿元。 ,,,2019-06-20,专业版微博,6,1,9,,
4385232977238179,明天会去湖北，不是涨了去，是两周前订好的，编导说观众要求我去给个交待，那我就去吧。其实我上次去湖北说最坏就是新低反不断反，就算今天不涨也没说错啊。 ,,,2019-06-20,iPhone X(深空灰),292,66,7,,,True
4385231630591517,RMB空头也SB了，所以说不是宏观政经知识没用，而是疯子傻子太多是常态，总是扩大一些谬误。 ,,,2019-06-20,iPhone X(深空灰),194,19,12,,,True
4385222202663786,人到中年，句句不离头发,,,2019-06-20,iPhone X(深空灰),152,36,1,,,False,1669616825,程老湿爱吐槽,4385220884788470,板不板的真无所谓了，50这么给力，对我来说这才是最开心的，头发也该快涨出来了 ,https://wx3.sinaimg.cn/large/638454b9gy1g47gqteiu7j20vo0cm775.jpg,,2019-06-20,微博 weibo.com,225,29,9,,
4385220867980086,大屁股不扭了，反正人家一直赚钱的,,,2019-06-20,iPhone X(深空灰),150,17,0,,,False,1482739370,作手泽文,4385220431946553,侠哥这两天也空仓去旅游了，这下天下太平了。 ,,,2019-06-20,微博 weibo.com,61,15,4,,
4385220600152363,3000到过就可以哦，是6月里看见3000，不是月底保持在3000，你们都是冲我头发来的，亏了我还有点娱乐精神陪你们玩 ,,,2019-06-20,iPhone X(深空灰),377,101,7,,,True
4385218020084532,这次没有新低反吧，我没骗你们，其实我也会看图的，就是我不大做很小的波。 ,,,2019-06-20,iPhone X(深空灰),394,104,9,,,True
4385216690532449,头发有希望保住，野花爽了其实就可以。看着垃圾一样的形态，是不是现在突然变岛转了？这个世界股神很多其实都是看图的 ,,,2019-06-20,iPhone X(深空灰),251,42,7,,,True
4385213918013513,看着箭头，南京大骂MMP老子真背 ,,,2019-06-20,iPhone X(深空灰),127,28,0,,,True
4385212715159610,万恶的杠杆//@Peter羊:我群不在于涨多少，而在于赚多少//@Kevinqin008: 你群就那么点涨幅也发红包？,,,2019-06-20,iPhone X(深空灰),117,1,5,,"Peter羊,Kevinqin008",False,1544062044,Peter羊,4385207383298814,我群红包已经开始3位数的抢了…… ,,,2019-06-20,微博 weibo.com,14,15,12,,
4385211619483378,你群就那么点涨幅也发红包？,,,2019-06-20,iPhone X(深空灰),94,13,7,,,False,1544062044,Peter羊,4385207383298814,我群红包已经开始3位数的抢了…… ,,,2019-06-20,微博 weibo.com,14,15,12,,
4385210872903265,二哥要说谢谢流氓不杀之恩了 ,,,2019-06-20,iPhone X(深空灰),116,11,7,,,True
4385210772293776,银行B对于我，只能塞点牙缝这个量真恶心 ,,,2019-06-20,iPhone X(深空灰),118,4,0,,,True
4385210571351065,不提流氓的选择，我觉得首先江苏的银行放弃，因为亏不起，万一641啥都招了就麻烦了。太远端的不行，近一点，不要有人埋伏很多 ,,,2019-06-20,iPhone X(深空灰),153,39,6,,,True
4385206984807852,主楼佩琦里面最小的那个天🐷，已经快崩溃了，老朋友了，这次没带我只能画圈圈了 ,,,2019-06-20,iPhone X(深空灰),136,14,1,,,True
4385206112826072,对外开放，原来就是发GDR给英国女王送钱？好吧，对我有利，当没看见 ,,,2019-06-20,iPhone X(深空灰),157,16,3,,,True
4385205680474610,第一个听到我股评的居然是，流氓 ,,,2019-06-20,iPhone X(深空灰),170,25,1,,,True
4385203525333870,后面我没话了，时间却让给股神们 ,,,2019-06-20,iPhone X(深空灰),184,43,4,,,True
4385203273767404,最后一个小时的人量，满意，操作结束 ,,,2019-06-20,iPhone X(深空灰),177,18,4,,,True
4385202341973427,将军今天中午估计开心的狂灌马应龙了，痔疮战术大放异彩 ,,,2019-06-20,iPhone X(深空灰),171,20,3,,,True
4385200450666302,回复@白话眉:恭喜你，最有创意奖获得者//@白话眉:包商银行,,,2019-06-20,iPhone X(深空灰),116,9,1,,"白话眉,白话眉",False,5705221157,Kevinqin008,4385199691236003,如果买小银行，你会选哪个？ ,,,2019-06-20,iPhone X(深空灰),115,98,5,,
4385199691236003,如果买小银行，你会选哪个？ ,,,2019-06-20,iPhone X(深空灰),115,98,5,,,True
4385195941446495,杀🐷喂圈 ,,,2019-06-20,iPhone X(深空灰),144,40,7,,,True
4385174609082300,这个好，周末看,,,2019-06-20,iPhone X(深空灰),110,24,20,,,False,1669616825,程老湿爱吐槽,4385017540750942,部分内容过于血腥，不剪国内难过审引进，女主大胸高分，两个半小时轰来轰去战斗民族本色 —— 《巴尔干边界》 ,"https://wx2.sinaimg.cn/large/638454b9gy1g46teg7vlfj20jg0rs0vi.jpg,https://wx1.sinaimg.cn/large/638454b9gy1g46tejw6foj20u00co75u.jpg,https://wx1.sinaimg.cn/large/638454b9gy1g46temjd8cj20u00cl0ue.jpg,https://wx1.sinaimg.cn/large/638454b9gy1g46tepwa3mj20u00cnq3y.jpg,https://wx3.sinaimg.cn/large/638454b9gy1g46tesyc95j20u00gtwfp.jpg,https://wx3.sinaimg.cn/large/638454b9gy1g46tevtdjwj20u00gtwet.jpg,https://wx3.sinaimg.cn/large/638454b9gy1g46texpes9j20u00gtgmn.jpg,https://wx4.sinaimg.cn/large/638454b9gy1g46tf0h2h5j20u00gt408.jpg,https://wx4.sinaimg.cn/large/638454b9gy1g46tf2v3mjj20u00cl0t1.jpg",,2019-06-19,微博 weibo.com,191,40,94,,
4385163737559492,回复@不让羊吃泡爪的鲟:哦，我不知道说的是利率决议，以为老鲍在讲段子//@不让羊吃泡爪的鲟:利率决议啊,,,2019-06-20,iPhone X(深空灰),100,22,0,,"不让羊吃泡爪的鲟,不让羊吃泡爪的鲟",False,5705221157,Kevinqin008,4385078735658902,你他妈的，随便说两句话米谷就拉，你妹的 ,,,2019-06-20,iPhone X(深空灰),215,34,3,,
4385078735658902,你他妈的，随便说两句话米谷就拉，你妹的 ,,,2019-06-20,iPhone X(深空灰),215,34,3,,,True
4385040034909764,人家咳嗽下就被档着记者面怼，是没人愿意干。米国做这些职位的不是大资本家就是知名律师啥的，谁没点脾气啊,,,2019-06-19,iPhone X(深空灰),141,26,17,,,False,3098456133,老c队长,4385039049754074,这可能就是所谓的“众人皆醉我独醒吧” ,https://wx4.sinaimg.cn/large/b8aeb045ly1g46vw0letcj20ci0cu3zv.jpg,,2019-06-19,赞就涨停的Android,16,10,24,,
4385028979274599,啥时候的事情了，也不算招行的,,,2019-06-19,iPhone X(深空灰),74,7,6,,,False,2868676035,财联社APP,4385027808606993,【招商银行与钱端14亿官司未了】最近招商银行与钱端APP（广东钱端商务服务有限公司）“14亿元理财资金逾期”争端悬而未决，但是9000多个投资人此刻却不知自己本金究竟流向了何处，到底该向谁索赔。虽然招商银行与钱端APP各执一词，互相推诿，甚至要对簿公堂，但是双方曾经有过一段“非比寻常”的蜜月期，确实不可否认的事实。（科技金融在线）,"https://wx4.sinaimg.cn/large/aafc85c3gy1g46ugep4xuj20jg0bjtl2.jpg,https://wx3.sinaimg.cn/large/aafc85c3gy1g46ugo5w35j209m06ndi7.jpg,https://wx2.sinaimg.cn/large/aafc85c3gy1g46ugtuv88j20b109pn23.jpg,https://wx4.sinaimg.cn/large/aafc85c3gy1g46uhdp6p8j20ci0ho0xx.jpg,https://wx2.sinaimg.cn/large/aafc85c3gy1g46uhky6rij20dc0iuth9.jpg,https://wx3.sinaimg.cn/large/aafc85c3gy1g46ui96iwvj20go0g615f.jpg,https://wx3.sinaimg.cn/large/aafc85c3gy1g46uim0z6oj20ci0ksai8.jpg,https://wx1.sinaimg.cn/large/aafc85c3gy1g46uj0ehi6j20o50pwk7k.jpg,https://wx3.sinaimg.cn/large/aafc85c3gy1g46ujj6rq0j20ku0wdkdb.jpg",,2019-06-19,微博 weibo.com,112,131,201,,
4385014118216305,这出来又是连板//@八大山债人:广发、华安、长城，天堂硅谷。。。这些累计亏多少钱了？？。。。硅谷应该是募集的资金吧，不知道多少苦主又要哭瞎。。。说好的3年定增，价值投资长期持股呢。。。#阿债聊斋# 。。。//@阿猫阿狗干投行: 转发微博,,,2019-06-19,iPhone X(深空灰),95,9,13,阿债聊斋,"八大山债人,阿猫阿狗干投行",False,2425650995,fannaixing,4384997412409855,康美药业，韭菜可能还为下周的5亿股解禁努力。 ,"https://wx1.sinaimg.cn/large/90947f33gy1g46r28ucagj20u01q8jw2.jpg,https://wx2.sinaimg.cn/large/90947f33gy1g46r29bw4fj20u01q8wj0.jpg",,2019-06-19,Weibo.intl,3,2,32,,
4385012226656959,关于什么长线大消费是没问题这种话，我想成本还是非常重要的。我们不提康美长生这种情况，看看阿娇，东宝。12 13的白酒让董大师几乎裸奔。目前消费股在历史估值中枢几乎90%的分位，我们假设由于外资引入和投资者结构机构行为变化让估值顶端上移一些，但他的收益是很难覆盖下行风险的，一点点利空就可能灭顶，类似去年的医药，当时你能想到东宝几个月腰斩到现在还在裆部以下？,,,2019-06-19,iPhone X(深空灰),209,48,48,,,True
4385010050264729,你们不要以为我是对消费或者医药有偏见，比如我长期拿过联邦，福寿园绝对长期，比如年初的火锅，上市的时候争议及其大，做火锅的这么大市值。比如去年底，我也说茅台五粮液一线还可以买。那么为啥很多消费抱团我不去买，首先我看不上弹性（这被打脸了）其次我比较喜欢行业正面，且集中度不高的情况下买其中的好公司。对于成熟行业寡头，在集中度很高的情况给予超高估值是非常危险的，市值有天花板。最后因为觉得消费好就把但凡进嘴的东西都抡到新高，这我无法接受。（看我说的很有道理，但是如果你买消费赚钱了就当我放屁）,,,2019-06-19,iPhone X(深空灰),309,47,47,,,True
4385000469936918,这要心理多么变态啊嗯，我就这个态度，这就是变态，圣母婊滚。,,,2019-06-19,iPhone X(深空灰),238,154,34,,,False,2772800360,洱海弥,4384999467788169,令人窒息的操作！ ,https://wx2.sinaimg.cn/large/a5459368gy1g46rce6ey0j20tw1ssh5z.jpg,,2019-06-19,Weibo.intl,119,57,46,,
4384999014782290,流动性最好的风险资产，如果完了，那做实业呵呵了。别说房子，真要按很多卖方那种崩溃论沉船论，房子完起来你止损？卖卖看吧。,,,2019-06-19,iPhone X(深空灰),201,33,29,,,False,2772800360,洱海弥,4384989321481030,如果股市都不能投资，那么其它行业也是无处可投，不信你说一个现在比股市安全的投资。 ,,,2019-06-19,360安全浏览器,16,14,37,,
4384998138347826,主要是这个原因，结构固化了，机构这波没受伤莫名其妙的跨过去了，如果在上涨中消费还有弹性，那就完蛋了。消费变成了完美的品种下跌不跌上涨有弹性，那就真的完了，要么不玩要么同流合污。,,,2019-06-19,iPhone X(深空灰),137,15,30,,,False,5681770827,布莱德雷将军,4384989061446525,不是机构现在有多怂，是人家压根就没感觉到疼。他们的重兵都是消费为主，从4月底到现在，压根也没咋跌，部分还在摸新高，深成指和沪深300半年涨幅24%左右，即使是号称价值投资元年的2017年，沪深300的全年涨幅也不过才21%。所以，今年是标准的机构大年，不管你觉得机构目前对于宏观政经的理解有多不对，人家赚钱了，这就是最硬的道理，在没有新的外界事件刺激到他们的大本营（注意，不是MYZ刺激科技类或者开个会刺激券商这种事件）之前，很难做到让他们的思路更新一下。老乡们拍拍屁股不玩了无所谓，机构有硬性考核指标的，既然目前“指数”涨的不错，那就继续原有的思路，不要轻易跑偏，特立独行的机会成本是很高的。一个字，等。等真正的变量出现，不要急，不要有太多主观认知偏差，他们也许是错的，但你也不一定就是对的。,,,2019-06-19,微博 weibo.com,203,28,59,,
4384987430095615,这就很有趣，先带起日照港然后就是XX港，一如既往的相关逻辑优先买了再说，反正明天可以跑,,,2019-06-19,iPhone X(深空灰),83,8,1,,,False,2772291221,见闻实时新闻,4384904596533078,港股新股日照港裕廊暴涨超200%，股价涨至4.5港元。 ,https://wx2.sinaimg.cn/large/a53dce95gy1g46glkru06j20dy0aagmm.jpg,,2019-06-19,微博 weibo.com,9,0,6,,
4384986725180318,回复@清水堂之主:对啊，我改个名字“光头秦”//@清水堂之主:你的kevin怕是也保不住了//@Kevinqin008:皮特痒，屁特氧，痞特阳//@Peter羊:我崇洋媚外了我…明天去公安局办证中心自首行么,,,2019-06-19,iPhone X(深空灰),96,25,1,,"清水堂之主,清水堂之主,Kevinqin008,Peter羊",False,5869552120,道士与骑士,4384967779587393,海南规范地名这事儿，真不敢相信是发生在9102年的，魔幻魔幻还是魔幻，你的peter能不能保得住这次还不好说@Peter羊 ,,,2019-06-19,iPhone 7,17,11,12,,Peter羊
4384986414887217,以后教教我怎么多空双吃，收割一切牛鬼蛇神,,,2019-06-19,iPhone X(深空灰),64,4,1,,,False,5869552120,道士与骑士,4384985399751624,昨天晚上写好了预测马上就要变盘的复盘文章了，对面传来了一点众所周知的消息，我就不说了，现在（ ）（ ）（ ）三个字居然成了敏感词，导致我做好的“期权双开”策略也没用上，果断调整了一下在盘前发在了群里。在6月6日最低点加仓之后，我一直在等行情多头突破，但并不希望是以这种形式，所以今天高开之后抄了一些末日认沽期权，去寻找那熟悉的味道。总结一下今天的行情与交易，继续做指数研判与交易策略更新。每日一画：作为本道的一项独门技术，本期回应评论区的征集标地：思维列控，农尚环境，亚星客车。继续征集画线分析标的（A股/美股/港股/商品等），注意一定要留在评论区，发群里消息一多就过去了。策略盒子更新（含新信号）：【超级短线组合】【贝塔-左侧组合】【贝塔-右侧组合】【期货超短组合】。（温馨提醒：目前购买订阅可以在电脑或者安卓手机上完成，避开苹果税，强烈建议购买年度服务！） 【道系复盘】高开除了可以跑路，还可以做空 | 每日一画|策略盒子,,,2019-06-19,微博 weibo.com,13,14,3,,
4384985123298277,皮特痒，屁特氧，痞特阳//@Peter羊:我崇洋媚外了我…明天去公安局办证中心自首行么,,,2019-06-19,iPhone X(深空灰),88,9,2,,Peter羊,False,5869552120,道士与骑士,4384967779587393,海南规范地名这事儿，真不敢相信是发生在9102年的，魔幻魔幻还是魔幻，你的peter能不能保得住这次还不好说@Peter羊 ,,,2019-06-19,iPhone 7,17,11,12,,Peter羊
4384984007998309,,,,2019-06-19,iPhone X(深空灰),58,10,12,,,False,1618051664,头条新闻,4384968006004045,【突发！又是高空坠物！#南京小学生遭高空坠物砸中#！】据南京鼓楼警方，下午5点40分左右，南京发生一起高空抛物伤人事件。一名路过的小学女生被砸中，受伤倒地，目前已被送往医院抢救。前不久，深圳一住宅楼玻璃坠落砸中男童，男童经抢救后离世。短短几天，悲剧一再重演。安全不可忽视，#拒绝高空坠物#！@微公益,https://wx1.sinaimg.cn/large/60718250ly1g46npe7y94j20e70hd14s.jpg,,2019-06-19,微博 weibo.com,4459,3241,1828,"南京小学生遭高空坠物砸中,拒绝高空坠物",微公益
4384982598106697,这事放我国就一定搞的定，放外国还真未必实施的了,,,2019-06-19,iPhone X(深空灰),83,18,8,,,False,2868676035,财联社APP,4384980823904553,【德国柏林市政府出台新规：5年内禁止房租涨价】面对不断上涨的住房租金和市民的抗议，柏林市政府决定在5年内禁止房租上涨。柏林是德国首个通过此项规定的联邦州级别的行政区。同时，这一措施也引来了诸多争议。 ,https://wx1.sinaimg.cn/large/aafc85c3gy1g46p79she2j20tz54zu0y.jpg,,2019-06-19,微博 weibo.com,74,51,79,,
